sampleIndex,windowPositionExact,windowPositionDecimal,radiusExact,radiusDecimal,activeMarginExact,activeMarginDecimal,activeMarginPpmDecimal,sign,classification
76,19/25,0.76,9423319/25000000,0.376932759999999978,429036032892890402096666232423835682824484696670994318160835645686555033300200298312751579566444502969254604629586909900169435194576688621365784290519578288766956390733084114594002204978039616520185650202899865890136335074173337388381922740983213699771826731190971634005223901353295090331090520129241494669997395449345644831370240914071953219414426521964400660945672638976210822401856715294739962471520341741458920504628546724684282079909579808164958556345100294240743531934675857466781847213044670472021279497987193011347580136634487781485639829461486819342327131062528917607071371435964854072687372746731546498510106039330239635600237603555971504179401573554821977019013508300854592227807062061674499152244385178116924249390375697696099900611966004525297610240752697169657950221165586186475150130311070351873384089129916109359530532156288006177451316910559970021280925583185968064073544211764858290621/309951203279052722458115590039832391530030467257944489679789326328434731688853768546394190751085292785086271872750599543991770589665873768833785827837088098649901664267334362646399924290104514992192256499204632541036655270776802844382990836021232837663687406232708198328650331961301742700162333613237584242837245607216090093061211518943309783935546875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.3842050889107993355e-06,1.3842050889107992973,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
77,77/100,0.77,37693277/100000000,0.376932769999999973,3408837972183182302045446250912881640112571035450317628574305325002018151728275397275800968834371659393731024735534845868338311355638006771041580326436196126813041051979902253494123120254700624091094606514336912923617410311260094973222163702499390588040492094635734869014495963227030125590467934165572222077747202969058148207210613499115896398315828810322853892478393056961715034390147226076859903849110101763340574970422667658363608541880204528678312030797397172335073310372420034862580217284663185773949376534306633575797886911823350451510689286542911813234573664279700520401953012611637204059578568107863234510936875282484475184193599715928745366395502957058976636729387865279324063766815166552240106300524156758120796335443553452306640858569581757111171693447396788132389795889455393229445468970924829160532777872374100512723474367681763822488294205731975833044290624571919686768115126037522682298238210854399266903041711120908916179167998728131/2371697335523660101296464250815575935476284306843867911113490343049276794359225957396221373115849963758371960444402036449201828878861339367402739674490824269565097823343203873374916632875874690979681481392966856436307650650123142883850024451761697927338619221103580502811816113539939041280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.437298900296030411e-06,1.4372989002960305793,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
78,39/50,0.78,18846639/50000000,0.376932780000000023,93561202393897711191943904016383382429247512373524063257834666250866232640779049092792390595640273260868560403980628987938669680603478210436704886381489626845430209516141890687535196271136263610441969145641402675763295357135701225734799243280961818794856220323969799071327819314034048252520609939484890248959646626078837102092079231976121026619855811253113299729220774555771111268652191352830940141364378801166266806676585942957528739924649319404078773713236586520260070013411857085226689094449622478019513814531626710586133054421664462391324125489830038589807703485916933277035112992847223970991920710611860418512215007064515074439975799227762176054466651044268222783680725941564935391671370599300627160720299881350809297214915788945835115957509163614147637663992317285643100007258231551999792575614109452128322257205851628611944919486063464583494336212617512963552477778432372941777557/62776207576837995745171410234389748376409538922919626327120481604826119931177131288397852676652848776639056569340531112640113741689679050016213101596299473988512648614948468649637335736952318795976597564404113970640221535652140977974366396665573120117187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.4903927141406068259e-06,1.4903927141406068113,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
79,79/100,0.79,37693279/100000000,0.376932790000000018,390138312751323316163001686994726991618750913092106355647293975189380416400105048855636364851700552093535392447727774171471181580278476557304913124717604407781329543526668881394763882270312057159929532550361826837997019389380910590757035686096398950078731708680912510051030572264859018489985889183953557635817224518244155351695662444102799862969608839065158361459926470688887513410550799049557737357665753920111527168869570074013047778490696718597691413510179874856633186471384365987464688869529602350131014692729405827839940385243612364634863322310661872104043520282302057578394773699965665303386572059390980613181597868024828824405600593671947916286288677820080227794350652745459818423117542112634160774623265819079480501301980993663845030634449929137995822960436206194138303489090738094836602826358272794239546031191248496290705342405220223913651853386975117276582735815426734093895697077937474393565257609947170045492550093482999705833/252764313167645417656976628539681291729294903061670304722399112591751149119924901847396288848448728964856502388022920661330439629943797068905654426753411570871405752166348748684853579672374170059491515943999532158730865572459737253090051487836948816687056619003356225901470679040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.54348653044452858e-06,1.5434865304445286593,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
80,4/5,0.8,235583/625000,0.376932800000000012,793078217161265034496480661553632409438091959856639325198791035905317921744572993454396010037020970570156828497902399409382834305630576001720352258611085704640009190424340137208843832319127081637498289733955787590004327799634457222197351285718537284694378409715780345263140150446775183534953016619084051695727168301080430716318107069422498275056990540762119308495225356129551077722508976971754141917786055690386732494548997466035275498720394223474956457752916277071526368670350576144860846015052093634785929750228797372288264758688239501616308911514914101224331145957103835769049285956858603584563924742829505929094316048567479745070019334471509524578439628483808027396390759666529953958355975547276916176595598483140499696245115090128781741651708982072346875926343159/496735549547995464652448394776377430951049114294182197262557483080818562448020348939062717574151724620814658232004469938182783071909992604687739885523782201508974619065907642553178264724772816045240213473322242906910085617810316597865913991329537975508671539186440207386670068992117246819757747842835606355781153315675630623764929349548143604579911692909338103744186619648141382059161247195531257777604428548827637281137814539988539763726294040679931640625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.5965803492077958851e-06,1.5965803492077959014,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
81,81/100,0.81,37693281/100000000,0.376932810000000007,1499190294355828341564148682744642620887186542805010338784410416306156110933972008528747683275655073156852749482532679567365661636239636472890723371553828302397633369534150133208129812669999047542237556872892284297739781160208223687403199472023812682182639604106738069590302204469753513467901490181438020018135064056711579505026706007831403981013113480408094346606644333481302166217829443236777920500996183870648292926561530109939345432257059204013355287025427008190765083178840878819739594244608266097924651363401315514438341804351999810613304144781801627215385413918115969976587517073385009934836311016248988762116212649876565024972701723871268798390492334502298279012560668001482819345688742725427779457728671222107033773601481671405456264525725085701919282756533788968779500922423242534677969894655954295825037349056355387083211747796822105956813319284795829243148775721906963616914942316851561562625976196733345478756592170581/908779637353891193874264284549214166666033736663287007276385295375886083898393324899606479371399969976850322574806093421912907873019462105239686804834677520201237102962949211952723818732537668244733273254122548138420439614388966927293460745724807822713903089884363489280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.6496741704304089531e-06,1.6496741704304089815,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
82,41/50,0.82,18846641/50000000,0.376932820000000002,57181575735453611102619360683541255311811733994237776087322482488309113169964051401098530258284312514727675853874979245540924095710295771849373560642289628449048113303993546542693542000199979317409401523444221385709634301014245537605351639767942759095130686985374483805962395146903808314354823296104461501693955262543334009563805571910044011978012179825729319637455315878848462693968457042376109783725882795128851817386756674857225954151032776084250336645972175834080388964629801738993837122508585254647951962774208587748749861999173906209720732392092360134948090461583303402493042478192059257396227540220799578306187235958760292562998272267606659245328587590536155690306154124267900228945191942086083512065584119234384596899782282817189025581555579859598142673888159902077599195800641384107512955643738098685433410135190080094783158742006956421152094200636075136914364330185079130297585731956186067539673/33581542484454360731234612440846053820293612143283523056114922390172180398846726196620124121582068577599725915180330171858935376379251514203689609071392070193247022859754938188740255586365917626321707481577080790101930560223941486447832709272594937461670488119125366210937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.7027679941123677838e-06,1.7027679941123676777,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
83,83/100,0.83,37693283/100000000,0.376932829999999996,11375573317122846602509000893813543448433510711882309352292834046964242189896437306094580178367642576241998177371558907235843812340781850949175746303847361668190587133229895077969008794076377879178745301027383131590018048526296617606272163310223340539409666466671757739108245895561413217214830283567176124979837300482609627043191509119409944214961702197622590618377941097713716840722395933681301425813771281840191597216254190300771842471591988802587759671028510650007325287246862760037715949740431833414048318223750200279179096017350209362470046835568482312145516678936770623762788604180073816172124116079037092042292155088703277740101440663668231083598194980579020221972117291848645918974131995703838333985072586253470827047148274957934121677957075782519851510798573741721353553917355536736573127296013474751220982779835544195912123738387337972559814156974843653258457841736456996369701157789224293744391098131760479566590160292022951593/6478626726720099549371335177846004294386808204167099926281987285398531537145222143573813887566700452652395473356540553006755705799766177148329499370008804453054564987463831201041830691911338383329693709121073042496709657820319262503435954148372146028272860427804638118244515840000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.7558618202536725891e-06,1.755861820253672656,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
84,21/25,0.84,9423321/25000000,0.376932839999999991,10341040932485677805048978668251261166693039272175467331168638367993951052412888652611413642305417442105773747369843488971402523947802753436105856221469290812949902270735317356307962316380026244127267644580445012693482344750801446634309370139536209644635985683072748387761800373850792995530408342777893692001317602843467408002288739634787077532973036939448388393477346152145520149254536362917429930686595037025186736353608145460966719572017836387888819467032185621193179851847575416302983472967878198752432232519991195452611109145585678204748873573565764454068094118871918809253769637987389592170708505115588554212728210097977869018464070576654582150017920640511233767019714802791049512565395169567190124645455250959705366855298049839698353727744183648038122853910613913965369813448107194247188672566697845535120340708799282598538376029620619559577251634130337761463/5716580690651553417581129428045121930760932466122566263840684661449263375014440499847217526200241583606572254273071263795379728023825541649255426036011014460489640352203762967239575906190051827495594161997762277275027289649402401847231943279925241100949549661928463301281168329470716571449884213507175445556640625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.8089556488543235807e-06,1.8089556488543234725,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
85,17/20,0.85,7538657/20000000,0.376932849999999986,8197934535508103516072978916583190363790306304929784581903201266528441537556714666197139909736496154164262662587466556408236734554648375935986739209288996075969074957310486325586149674638987817728906357409788485054623184396650142491971138555117597562820552080559608941565701602830572655061846565278353614317974262517604452754553987564542561850568364295445663607664397473184964092868041661189310833797048427155883540179249762570084142491037371380012621511426619743743301079611286737764792662401638360097898866776855914140204955305900509808854386118940204456983291541029213900475050623179640561705658070177761404710325429453036654470958366033193415871585775892360377853670122324317468173247940123072030074932935759505447534184321162917004930074820538022603269740186553632805420550847878519223587745354564263366088440564514235907402126014788120746037604065835387961025016379289/4402640544162831943750082604759230893587596331295901316737909895428580524601920248135443544119103221598448509872993010160860158756156800402914180654523168882989608525703024480462616557153424317582121775964762372591022978491058814867689762325950294879385076521985527156952310679835429634782003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.8620494799143207586e-06,1.8620494799143207931,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
86,43/50,0.86,18846643/50000000,0.376932859999999981,1282592611999009341469494649136923401055217401127539988559068447707160219090666827151962613058037519875054975340247408683699691710427320521805065332460927661682754410705520259245542195602492147182245191450792568816831291111378069277605977983401171709434202525355412072281203871059754833962680365406288811035869506365866090012287978983356197435883192460281858551293961600459090631786823973357474593051478241067007307041380368810503936732004779292690232969191948510317618553072396340376722894624423366905253920929646154324478126855884695787922789582419308523242035860533902251692277035366940532698523968674631150279180878313163558849999426353268906341615806593661266569417006235409028016002343927961096257027279742455912219525774108085189776415795861286462973935256526943222863350933348121754866445950315549397041115274251690913148339344222619176672949100274325210776507853155274439758690880614981219048506348633747598141103/669711035723716325823354220982478836887577439676856817965408155671238906884757464109164994189819705054309721532180696316847680227614480938111163444323323085273049969242481916314169488558275311656167643394219593827593619853724304194490203856621117041056805484529953805599361658096313476562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.9151433134336643346e-06,1.915143313433664396,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
87,87/100,0.87,37693287/100000000,0.376932869999999975,3492211788459336728061535229662138636473589482797056296185747372023636581905253107891698130167569051625057855523341013039635042080997310510755188583175376309450189507538548441053534969845634602961434400298055181361526575062113842717115184873385477035463562670984551513764859149027852663788114837888550157786352406232394104674400026570610567934440525122224065272272828192575012063956130176164157618206820005264850959006562983286909104408106620000186594407866385010186444359810084338373047913723020531460613096038539160472697274457168149385662334946035715866942329290593524283684952623439862573426176078788929126014330561349071939270508928007868225274929355064584460381654365813483990158709391382354099024422705439905537485188952172408266635946850666356372196681159343208626103805120390017754074190162916766239304990658703451881612271645204492970933649375570203364316343119013248161449762215369705450519981973256147905512992079098601/1774284053881406616611658841262751468252732533485465109444371290971968068563529824803993602582257084240517296455573801442782343942561806967372721857058179920392891486737186556669603646096859257049241152543763070175011334485235602096144375741653196225298572699298043002880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.9682371494123547321e-06,1.9682371494123547251,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
88,22/25,0.88,4711661/12500000,0.376932880000000026,75227204392089106534614415715760351955407399659464348557201097060524693465152069747316838229402183111068170330795567333955460087625463235324948094369452899463917354326784814637238457154650911299288564007684944729084999128615467756544281679613109365061980966413611834306137453693156080268232664933752098716665130076843339929148192484670795161308899943641451419410686120684435751964304560394721212182277527914159619118601649237743066052606684111333185598845085117793894236208035184025111622669689370183868125986072214743948124443312143989539072603297667647334712256133740429572811496899929423590937494777724326708639040016554630770106389563949188235193380952326734862343059926576890830394355316060506496486164099394161521236817838694973784089872530898707244349455086530215998704756906186806644077849861273832846603231955485171685013282431135071278501272857457381683531967843189/37216668049051361738449712703611468095503767227228376814299027848350411529359114317732947516682076702161548828348588548729838185730569744817706321644672324575097789224108778606082980964075013024052401189454002445308797457018108639902196592988140770255408988092572982323963753838003590911465985489692486381545208529636825982147530113998514377659948087392719639652713392585781093657715246081352233886718750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.0213309878503917395e-06,2.0213309878503920025,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
89,89/100,0.89,37693289/100000000,0.37693289000000002,939702397265277974679487408371722303156230204410939680285400039721438907500269756779516864509039865942449905587006627433753473796357657979366291034914430911701709720247920180860590242395737918550530222735902006336045328907026042764899020277310255248276310322820019342732906753067880794675764212820912942290985257066724192043515383905876994533093309237014691841614752718272889279980571744512985365404766643459972204899384062608551544430717231594978827903831883450366153599936129059270977090409072833675027246390954628338816195164986308533140118489240802251832396807368679524864643868700184257946533213303289708235225464266149801459757708699714727678398060714066228625210439286167318688819425274841235226924552543476161416908026652430489277253224156032111619162171796644441304152865728010751307405550254744104327775970838157154075144944758806909560023436240939148067383035144793207343259915214206959507762764517250662723433197632708715830048468741273021/452994191085019079347624671905775003675970302607178771022676655522411867722612157862678282265127343077849044444880788961797549315862515819173923277827747435486933684258551939814609076879292065977119162946056669579334761274173520290815354670286484304121676271230783876037056877686128356884480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.0744248287477757802e-06,2.0744248287477757842,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
90,9/10,0.9,3769329/10000000,0.376932900000000015,7272593719197193164342634561605827486498210466113316791898141920037178967552054409516367042034927963354379082876698860989371195935277080968226827264058794929469433469467281975204480022019671566127359085561149021077334729857000865980752532238571779917851746108886817419915808987749741752864426037977109049636440343684854404809858803915128227794952779293850971718970263230755314864196621960365367167085021583956060013107283076130741689914260977294808530008065675196775153733041609560608921892348839020986699439136648999971088387379126635124041536972437379293619564659399751461005833363505351265829701709460277050902226581119690610782178866130003334565643801592872885013870496315587234944300738083697492764750343778715795630495862133413195974685345635076456463103283253968193025215531989413369183955559776453869353372504701311214940523443882378668963569/3418345424909132013655489510689704663606181945247226357645119000955167838516892323016868408644715483399161763813490810119121947045302563882094234770479062231949607451512010797253364822755416917250831578295323346208737433411921802203580907392175882635896332723418247987200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.1275186721045068543e-06,2.1275186721045069582,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
91,91/100,0.91,37693291/100000000,0.37693291000000001,3904366812748229995807392266393958653513866383281005388330608776324827451902555484065736919781858681008907173198169803149000283336033316864422693198873557414471638554168766738678595759691719391821264913652989276387762868745423167059414107877801702486705108084496663260227803647674803011346623001802919338233399360102144774992556658433013198536134284318266745452691325406378009871116643242498609691440313696046391883488761357377060410608966110446156312834372158573839181441177552459323484550061655241459808301688523867445366402213613548949729177321385000488374834594945671692345059231344640643112444221374547656153558653880916974780783443229523746039215794978737657235108723816107321241553815938960491764044495984157111529064891121842590463550579623449234315187214186293373521039893628906768526518818870134058481717495577438640998147043909289988567603544271962174336975146881695600380064043071346625408254836940020790003925435215695201920906097741057/1790490873853830353152666687374604757612530840344580122619275318270402639219810900642997163103270130742486341679370707358883594133843936044165704655445642037497761597859889090176320461973486426787032264608919642606066250095547511030890729922080965628939431902097959984336193192435289948160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.1806125179205853852e-06,2.1806125179205850806,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
92,23/25,0.92,9423323/25000000,0.376932920000000005,691645718696196957367821161270035588127476870802597181017014954702220132082889118610895446670978006682545679002043985051388942291256224262832074370886816944033200021330130783513620049850990142917399952774255591697062621808834625759916325559885275232847494730515241846991810096884565214227744635882075547631141362894532972194904318287305669689844133385077682967112619773130673930105152078102295216045467164393006335280929619947429517255340696659880312988706248748578953401140521939362566823408764326312946566024427164977230015752275604260197913011394694280893643098932327842875265891651799008808811435734759621583141032121459984454505273155475105533374808441175223358093462700753778682622672763796059416382552688471754873617701001435074834087540596844779028682990427914030195852223572341584578540229390543571511102410040563542411501655430191173094294694568112229265540543919/309640393725548462092445810493258724132542776372674293196331961003651198421336203523353645520557373894750319206660882055090388443623639967593530020572742173059667837068293677987558510686196156980203148215975291244573388469025306114898983778873785154331154788403578801217087761534808854069211747628287412226200103759765625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.2337063661960109495e-06,2.2337063661960110394,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
93,93/100,0.93,37693293/100000000,0.376932929999999999,27731652862611077340391691616793094430266440553251779648179099622234961457745560489773864652585672398859786927145228439682809954415781230269299198661896807008330375541833393040308090029811639130013679000372962400818306139628462376486569266980790742955104059911177140171940836070926535108999586245061390365493809469807938781005628446734762575976059421550486307071236663544330755881977681721749106399221682390867639672317910732466177338088361870405231618534487104715122659040031681727659706515442501001393598586483478507608434145507737099120137843732222404758120236469859898766513247268842824558571344131597455509649625631267168019978784900563008300200892954275267221717337109155262755097667107814969294141090872979588436159105712611254313661284592489137542878321732414491913823733882300646877555065738874079097337922629100299363150828991382660468482883692457905366438619986862762158679086813402113830768713114681765919/12126836729021723221439725805952187037938447465201031138996193163419097653504594755436425327717137248877724707753924425483263436720608825418722266548863130209774154753944602492948919606117411399345062824251797798682690146405615209987937256348431411807518720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.2868002169307839706e-06,2.2868002169307839466,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
94,47/50,0.94,18846647/50000000,0.376932939999999994,125253865199195544500172188218526609490883413769002907294290122512925419681637341598742849237600740837131861795061288733203008772504548960472919884648262663594788541962691043673764006994588291465111960155806840259340468976977847530151398364032466491529752272256303906207278385384293530521410796181768937546113524544560994445786282482653874840402836818000920414042905238717741261644506505413421613302676088823836242605825410369646776310662910681916048967992692001085911899283795790467659877538156697516043816905752052867973581750109692031512944681651459692155150082849439263036660366061399206935641639011167593032844616101473533965251180297092237116932256392929077386952137391002763178779908674237582886013851955411644115942094758050627327425221111996992693577898835900033124923454339330749909159909336633235776000918724227179205774117815962200716165169039585918373724621847318033091714790304973479969212219304341480418031621403/53529716066381335758921064302749112370065398648754161092767374422163981010624284924475225486309064816545952766472260693450070717301699340891394675034715647067409767020136189935884575433539277828401055664652803183385060494785389180992375784172358761755795723747557266272783149033784866333007812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.3398940701249048721e-06,2.3398940701249051344,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
95,19/20,0.95,7538659/20000000,0.376932949999999989,5661506315316176153244160731516625714393037197673766221504318788368453606400791694199445274390567974124266894117632549378842116222712688238666569258043924271320697759725662776443622205226664402035737125352635946178766294155920256239435319834092865606061394470023414998194009371258230938546649831271876533823149923900929597756217327335831981905659865194140097001839158396391471356680117312920006565856410601744497330388743053578135492239799329569722073423462606301627791615019854277373959864253195679999502310691563077231272595135625717134719256068461709573386533249199863874407096456801339688411567692776109305623369430119553156025553074736150270770385071825330626939771911750395355032402168430831857118474853468803263922903021778223491905325711157756688707384750900570945642446252959054260650394630265147773265221848331387760033033924565918034770978017303113149526485394302985080121/2365873331130428678151754958120042748016976824497176013159811208466659285938438832534394921856166423265247907632237799624846916305167559309847131200043020341405037688349087259954254378112721840034790248362722897691870904817369783039191754530534896501002675361141081643024336946162409061649471121444044800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.392987925778373654e-06,2.3929879257783737145,positive,exact rational presentation sample of the explicit degree-80 active-column polynomial
