x,y,z,normalized_stretching
-2.2580197197676637,-3.043417883165112,-3.043417883165112,0.022279768660105153
-2.2089323345553233,-3.043417883165112,-3.043417883165112,0.023150111243121173
-2.1598449493429825,-3.043417883165112,-3.043417883165112,0.023964683180442259
-2.1107575641306422,-3.043417883165112,-3.043417883165112,0.024721522096923316
-2.0616701789183018,-3.043417883165112,-3.043417883165112,0.025418804701323294
-2.0125827937059615,-3.043417883165112,-3.043417883165112,0.026054851178773437
-1.9634954084936207,-3.043417883165112,-3.043417883165112,0.02662812923759849
-1.9144080232812801,-3.043417883165112,-3.043417883165112,0.027137257800741513
-1.8653206380689396,-3.043417883165112,-3.043417883165112,0.027581010332899489
-1.8162332528565992,-3.043417883165112,-3.043417883165112,0.02795831779535432
-1.7671458676442586,-3.043417883165112,-3.043417883165112,0.028268271221380734
-1.7180584824319181,-3.043417883165112,-3.043417883165112,0.028510123906026714
-1.6689710972195777,-3.043417883165112,-3.043417883165112,0.028683293204991148
-1.6198837120072371,-3.043417883165112,-3.043417883165112,0.028787361938264994
-1.5707963267948966,-3.043417883165112,-3.043417883165112,0.028822079395154458
-1.521708941582556,-3.043417883165112,-3.043417883165112,0.028787361938264994
-1.4726215563702154,-3.043417883165112,-3.043417883165112,0.028683293204991148
-1.4235341711578751,-3.043417883165112,-3.043417883165112,0.028510123906026714
-1.3744467859455345,-3.043417883165112,-3.043417883165112,0.028268271221380734
-1.3253594007331939,-3.043417883165112,-3.043417883165112,0.02795831779535432
-1.2762720155208536,-3.043417883165112,-3.043417883165112,0.027581010332899489
-1.227184630308513,-3.043417883165112,-3.043417883165112,0.027137257800741513
-1.1780972450961724,-3.043417883165112,-3.043417883165112,0.02662812923759849
-1.1290098598838321,-3.043417883165112,-3.043417883165112,0.026054851178773437
-1.0799224746714913,-3.043417883165112,-3.043417883165112,0.025418804701323287
-1.0308350894591509,-3.043417883165112,-3.043417883165112,0.024721522096923316
-0.98174770424681057,-3.043417883165112,-3.043417883165112,0.023964683180442259
-0.93266031903446978,-3.043417883165112,-3.043417883165112,0.02315011124312117
-0.88357293382212942,-3.043417883165112,-3.043417883165112,0.02227976866010515
-0.83448554860978863,-3.043417883165112,-3.043417883165112,0.021355752162909671
-0.78539816339744828,-3.043417883165112,-3.043417883165112,0.020380287788210782
-0.73631077818510793,-3.043417883165112,-3.043417883165112,0.019355725515127719
-0.68722339297276713,-3.043417883165112,-3.043417883165112,0.018284533603917373
-0.63813600776042678,-3.043417883165112,-3.043417883165112,0.017169292649719205
-0.58904862254808599,-3.043417883165112,-3.043417883165112,0.016012689365675431
-0.53996123733574564,-3.043417883165112,-3.043417883165112,0.014817510110403819
-0.49087385212340529,-3.043417883165112,-3.043417883165112,0.013586634175415639
-0.44178646691106449,-3.043417883165112,-3.043417883165112,0.012323026848650269
-0.39269908169872414,-3.043417883165112,-3.043417883165112,0.011029732270836838
-0.34361169648638379,-3.043417883165112,-3.043417883165112,0.0097098661018925163
-0.29452431127404299,-3.043417883165112,-3.043417883165112,0.0083666080150248991
-0.24543692606170264,-3.043417883165112,-3.043417883165112,0.0070031940366207862
-0.19634954084936229,-3.043417883165112,-3.043417883165112,0.0056229087503751052
-0.1472621556370215,-3.043417883165112,-3.043417883165112,0.0042290773844411182
-0.098174770424681146,-3.043417883165112,-3.043417883165112,0.0028250578006645951
-0.049087385212340351,-3.043417883165112,-3.043417883165112,0.0014142324052004193
0,-3.043417883165112,-3.043417883165112,-0
0.049087385212340351,-3.043417883165112,-3.043417883165112,-0.0014142324052004193
0.098174770424681146,-3.043417883165112,-3.043417883165112,-0.0028250578006645951
0.1472621556370215,-3.043417883165112,-3.043417883165112,-0.0042290773844411182
0.19634954084936229,-3.043417883165112,-3.043417883165112,-0.0056229087503751052
0.24543692606170264,-3.043417883165112,-3.043417883165112,-0.0070031940366207862
0.29452431127404299,-3.043417883165112,-3.043417883165112,-0.0083666080150248991
0.34361169648638379,-3.043417883165112,-3.043417883165112,-0.0097098661018925163
0.39269908169872414,-3.043417883165112,-3.043417883165112,-0.011029732270836838
0.44178646691106449,-3.043417883165112,-3.043417883165112,-0.012323026848650269
0.49087385212340529,-3.043417883165112,-3.043417883165112,-0.013586634175415639
0.53996123733574564,-3.043417883165112,-3.043417883165112,-0.014817510110403819
0.58904862254808599,-3.043417883165112,-3.043417883165112,-0.016012689365675431
0.63813600776042678,-3.043417883165112,-3.043417883165112,-0.017169292649719205
0.68722339297276713,-3.043417883165112,-3.043417883165112,-0.018284533603917373
0.73631077818510793,-3.043417883165112,-3.043417883165112,-0.019355725515127719
0.78539816339744828,-3.043417883165112,-3.043417883165112,-0.020380287788210782
0.83448554860978863,-3.043417883165112,-3.043417883165112,-0.021355752162909671
0.88357293382212898,-3.043417883165112,-3.043417883165112,-0.022279768660105139
0.93266031903447022,-3.043417883165112,-3.043417883165112,-0.023150111243121177
0.98174770424681057,-3.043417883165112,-3.043417883165112,-0.023964683180442259
1.0308350894591509,-3.043417883165112,-3.043417883165112,-0.024721522096923316
1.0799224746714913,-3.043417883165112,-3.043417883165112,-0.025418804701323287
1.1290098598838316,-3.043417883165112,-3.043417883165112,-0.026054851178773437
1.178097245096172,-3.043417883165112,-3.043417883165112,-0.02662812923759849
1.2271846303085132,-3.043417883165112,-3.043417883165112,-0.027137257800741513
1.2762720155208536,-3.043417883165112,-3.043417883165112,-0.027581010332899489
