N,epsilon,absoluteLambda,fastStep,physicalTime,fastTime,finiteTopDimension,finiteTopSpectralAbscissa,finiteTopRealGap,projectorIdempotenceResidual,projectorCommutatorResidual,logFullNorm,logTopConorm,normalizedFullRate,normalizedTopRate,topConormNoLargerThanFullNorm,r073bUpperLogBound,r073bUpperSlack
96,0.002,500.0,0.25,0.009,4.5,1,0.16749174665800343,0.13337106487396244,2.0320469350371811e-16,1.0289415140260262e-14,1.0705406594458227,0.7457910258229293,0.23789792432129395,0.1657313390717621,True,156.25,155.1794593405542
96,0.002,500.0,0.25,0.01,5.0,1,0.16749174665800343,0.13337106487396244,2.0320469350371811e-16,1.0289415140260262e-14,1.1723494123417897,0.8277321532907315,0.23446988246835793,0.1655464306581463,True,156.25,155.0776505876582
96,0.001,1000.0,0.25,0.0,0.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,0.0,0.0,0.0,0.0,True,312.5,312.5
96,0.001,1000.0,0.25,0.001,1.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,0.2629879615284878,0.1687403127730811,0.2629879615284878,0.1687403127730811,True,312.5,312.2370120384715
96,0.001,1000.0,0.25,0.002,2.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,0.5164675850265941,0.33708287408299786,0.25823379251329703,0.16854143704149893,True,312.5,311.9835324149734
96,0.001,1000.0,0.25,0.003,3.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,0.7556046664696667,0.5050394526222401,0.2518682221565556,0.16834648420741338,True,312.5,311.74439533353035
96,0.001,1000.0,0.25,0.004,4.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,0.9798615494446093,0.672620159120369,0.24496538736115236,0.16815503978009225,True,312.5,311.5201384505554
96,0.001,1000.0,0.25,0.005,5.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,1.1910662016280904,0.8398340875845968,0.23821324032561808,0.16796681751691936,True,312.5,311.3089337983719
96,0.001,1000.0,0.25,0.006,6.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,1.3917051233453994,1.0066895871469654,0.2319508538908999,0.16778159785782756,True,312.5,311.1082948766546
96,0.001,1000.0,0.25,0.007,7.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,1.5840875447658405,1.1731943370500149,0.22629822068083436,0.167599191007145,True,312.5,310.91591245523415
96,0.001,1000.0,0.25,0.008,8.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,1.7700903602202422,1.3393553327075858,0.22126129502753028,0.16741941658844822,True,312.5,310.72990963977975
96,0.001,1000.0,0.25,0.009,9.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,1.9511561953876675,1.5051788466038798,0.21679513282085197,0.16724209406709778,True,312.5,310.5488438046123
96,0.001,1000.0,0.25,0.01,10.0,1,0.16894375143319626,0.13161754514015986,3.607116537027704e-16,1.2018744184535981e-14,2.1283700844858986,1.6706703983442375,0.21283700844858988,0.16706703983442375,True,312.5,310.3716299155141
96,0.0005,2000.0,0.25,0.0,0.0,1,0.169674338309755,0.1307424547383817,3.416298395727793e-16,9.127430880943626e-15,0.0,0.0,0.0,0.0,True,625.0,625.0
96,0.0005,2000.0,0.25,0.001,2.0,1,0.169674338309755,0.1307424547383817,3.416298395727793e-16,9.127430880943626e-15,0.5195944340663978,0.3389467618932458,0.2597972170331989,0.1694733809466229,True,625.0,624.4804055659336
96,0.0005,2000.0,0.25,0.002,4.0,1,0.169674338309755,0.1307424547383817,3.416298395727793e-16,9.127430880943626e-15,0.9871310492543792,0.677118121385111,0.2467827623135948,0.16927953034627774,True,625.0,624.0128689507457
96,0.0005,2000.0,0.25,0.003,6.0,1,0.169674338309755,0.1307424547383817,3.416298395727793e-16,9.127430880943626e-15,1.4038766075421214,1.0145488083475156,0.23397943459035359,0.16909146805791925,True,625.0,623.5961233924579
