record_type,record_id,alpha,reynolds,truncation,matrix_dimension,spectral_abscissa,leading_imaginary_part,absolute_residual,relative_residual,physical_growth_rate,physical_efolding_time,critical_lower,critical_upper,evidence_boundary
sweep,sweep_0101,0.69999999999999996,3.0305,80,161,0.0014932340014803427,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0102,0.69999999999999996,3.0310000000000001,80,161,0.0015323605039730538,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0103,0.69999999999999996,3.0314999999999999,80,161,0.0015714753726295714,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0104,0.69999999999999996,3.032,80,161,0.0016105786126254036,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0105,0.69999999999999996,3.0325000000000002,80,161,0.00164967022913597,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0106,0.69999999999999996,3.0329999999999999,80,161,0.0016887502273393116,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0107,0.69999999999999996,3.0335000000000001,80,161,0.0017278186123788788,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0108,0.69999999999999996,3.0339999999999998,80,161,0.0017668753894347321,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0109,0.69999999999999996,3.0345,80,161,0.0018059205636621208,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0110,0.69999999999999996,3.0350000000000001,80,161,0.0018449541402247305,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0111,0.69999999999999996,3.0354999999999999,80,161,0.001883976124266086,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0112,0.69999999999999996,3.036,80,161,0.0019229865209377931,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0113,0.69999999999999996,3.0365000000000002,80,161,0.0019619853353914766,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0114,0.69999999999999996,3.0369999999999999,80,161,0.0020009725727677752,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0115,0.69999999999999996,3.0375000000000001,80,161,0.0020399482382178081,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0116,0.69999999999999996,3.0380000000000003,80,161,0.002078912336872395,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0117,0.69999999999999996,3.0385,80,161,0.0021178648738636903,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0118,0.69999999999999996,3.0390000000000001,80,161,0.0021568058543318539,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0119,0.69999999999999996,3.0394999999999999,80,161,0.0021957352833924552,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
sweep,sweep_0120,0.69999999999999996,3.04,80,161,0.0022346531661902374,,,,,,3.0115283644440001,3.0115283644459998,finite Fourier diagnostic only; rigorous threshold is an external computer-assisted theorem input
